src/analytics/multi_city_engine.py:45: unused import 'asyncio' (90% confidence, 1 line)
src/config.py:292: unused variable 'API_ARCHITECTURE' (60% confidence, 1 line)
src/config.py:293: unused variable 'PRIMARY_API' (60% confidence, 1 line)
src/config.py:294: unused variable 'PREMIUM_API' (60% confidence, 1 line)
src/config.py:297: unused variable 'PROVIDER_SELECTOR_VERSION' (60% confidence, 1 line)
src/config.py:298: unused variable 'PROVIDER_SELECTOR_FEATURES' (60% confidence, 1 line)
src/config.py:307: unused variable 'LEGACY_NAME' (60% confidence, 1 line)
src/config.py:308: unused variable 'LEGACY_VERSION' (60% confidence, 1 line)
src/data/anomaly_profile_manager.py:52: unused variable 'wind_high' (60% confidence, 1 line)
src/data/anomaly_profile_manager.py:61: unused variable 'modified_at' (60% confidence, 1 line)
src/data/anomaly_profile_manager.py:68: unused attribute 'modified_at' (60% confidence, 1 line)
src/data/anomaly_profile_manager.py:439: unused attribute 'modified_at' (60% confidence, 1 line)
src/data/enums.py:69: unused variable 'PRECIPITATION_HOURS' (60% confidence, 1 line)
src/data/enums.py:72: unused variable 'SHOWERS_SUM' (60% confidence, 1 line)
src/data/enums.py:77: unused variable 'WINDDIRECTION_10M_DOMINANT' (60% confidence, 1 line)
src/data/enums.py:81: unused variable 'PRESSURE_MSL_MAX' (60% confidence, 1 line)
src/data/enums.py:82: unused variable 'CLOUDCOVER_MEAN' (60% confidence, 1 line)
src/data/enums.py:91: unused variable 'WIND_CHILL' (60% confidence, 1 line)
src/data/enums.py:92: unused variable 'HEAT_INDEX' (60% confidence, 1 line)
src/data/enums.py:105: unused variable 'HEAT_WAVE' (60% confidence, 1 line)
src/data/enums.py:106: unused variable 'COLD_SNAP' (60% confidence, 1 line)
src/data/enums.py:110: unused variable 'PRECIPITATION_TOTAL' (60% confidence, 1 line)
src/data/enums.py:111: unused variable 'DROUGHT_ANALYSIS' (60% confidence, 1 line)
src/data/enums.py:112: unused variable 'FLOOD_RISK' (60% confidence, 1 line)
src/data/enums.py:116: unused variable 'STORM_ANALYSIS' (60% confidence, 1 line)
src/data/enums.py:117: unused variable 'CALM_WEATHER' (60% confidence, 1 line)
src/data/enums.py:122: unused variable 'SEASONAL_ANALYSIS' (60% confidence, 1 line)
src/data/enums.py:123: unused variable 'CLIMATE_RANKING' (60% confidence, 1 line)
src/data/enums.py:126: unused variable 'COMFORT_INDEX' (60% confidence, 1 line)
src/data/enums.py:127: unused variable 'TOURISM_WEATHER' (60% confidence, 1 line)
src/data/enums.py:128: unused variable 'AGRICULTURE_ANALYSIS' (60% confidence, 1 line)
src/data/enums.py:152: unused variable 'BOTH' (60% confidence, 1 line)
src/data/enums.py:191: unused variable 'ADMINISTRATIVE' (60% confidence, 1 line)
src/data/enums.py:192: unused variable 'METROPOLITAN' (60% confidence, 1 line)
src/data/enums.py:204: unused variable 'PARAMETER_BASED' (60% confidence, 1 line)
src/data/geo_utils.py:51: unused import 'asin' (90% confidence, 1 line)
src/data/geo_utils.py:54: unused import 'MultiCityConfig' (90% confidence, 1 line)
src/data/geo_utils.py:70: unused variable 'WGS84' (60% confidence, 1 line)
src/data/geo_utils.py:71: unused variable 'WGS72' (60% confidence, 1 line)
src/data/geo_utils.py:72: unused variable 'NAD83' (60% confidence, 1 line)
src/data/geo_utils.py:73: unused variable 'ETRS89' (60% confidence, 1 line)
src/data/geo_utils.py:197: unused variable 'center_point' (60% confidence, 1 line)
src/data/models.py:60: unused variable 'WEEKLY' (60% confidence, 1 line)
src/data/models.py:61: unused variable 'MONTHLY' (60% confidence, 1 line)
src/data/models.py:63: unused variable 'SEASONAL' (60% confidence, 1 line)
src/data/models.py:64: unused variable 'CUSTOM_INTERVAL' (60% confidence, 1 line)
src/data/models.py:65: unused variable 'MULTI_YEAR' (60% confidence, 1 line)
src/data/models.py:570: unused variable 'anomaly_severity_filter' (60% confidence, 1 line)
src/data/models.py:579: unused variable 'is_executed' (60% confidence, 1 line)
src/data/models.py:581: unused variable 'total_data_points' (60% confidence, 1 line)
src/data/weather_client.py:62: unused variable 'apparent_temperature_max' (60% confidence, 1 line)
src/data/weather_client.py:63: unused variable 'apparent_temperature_min' (60% confidence, 1 line)
src/data/weather_client.py:65: unused variable 'rain_sum' (60% confidence, 1 line)
src/data/weather_client.py:66: unused variable 'snowfall_sum' (60% confidence, 1 line)
src/data/weather_client.py:67: unused variable 'precipitation_hours' (60% confidence, 1 line)
src/data/weather_client.py:70: unused variable 'winddirection_10m_dominant' (60% confidence, 1 line)
src/data/weather_client.py:71: unused variable 'shortwave_radiation_sum' (60% confidence, 1 line)
src/data/weather_client.py:72: unused variable 'sunshine_duration' (60% confidence, 1 line)
src/data/weather_client.py:73: unused variable 'uv_index_max' (60% confidence, 1 line)
src/data/weather_client.py:74: unused variable 'uv_index_clear_sky_max' (60% confidence, 1 line)
src/gui/analytics_view.py:64: unused variable 'MULTI_CITY_AVAILABLE' (60% confidence, 1 line)
src/gui/analytics_view.py:68: unused variable 'MULTI_CITY_AVAILABLE' (60% confidence, 1 line)
src/gui/chart_container.py:76: unused variable 'chart_settings_changed' (60% confidence, 1 line)
src/gui/charts/base_chart.py:80: unused attribute '_last_update_data' (60% confidence, 1 line)
src/gui/charts/base_chart.py:222: unused variable 'current_facecolor' (60% confidence, 1 line)
src/gui/charts/base_chart.py:281: unused attribute '_last_update_data' (60% confidence, 1 line)
src/gui/charts/comparison_chart.py:41: unused attribute 'comparison_years' (60% confidence, 1 line)
src/gui/charts/heatmap_chart.py:373: unused variable 'current_date' (60% confidence, 1 line)
src/gui/charts/temperature_chart.py:74: unused attribute '_last_update_data' (60% confidence, 1 line)
src/gui/charts/wind_chart.py:519: unused variable 'measurement_icon' (60% confidence, 1 line)
src/gui/color_palette.py:33: unused import 'ColorVariant' (90% confidence, 1 line)
src/gui/color_palette.py:38: unused variable 'HEX' (60% confidence, 1 line)
src/gui/color_palette.py:39: unused variable 'RGB' (60% confidence, 1 line)
src/gui/color_palette.py:40: unused variable 'HSL' (60% confidence, 1 line)
src/gui/color_palette.py:41: unused variable 'HSV' (60% confidence, 1 line)
src/gui/color_palette.py:65: unused variable 'contrast_ratio' (60% confidence, 1 line)
src/gui/color_palette.py:66: unused variable 'wcag_aa_compliant' (60% confidence, 1 line)
src/gui/color_palette.py:67: unused variable 'wcag_aaa_compliant' (60% confidence, 1 line)
src/gui/color_palette.py:68: unused variable 'readable_on_white' (60% confidence, 1 line)
src/gui/color_palette.py:69: unused variable 'readable_on_black' (60% confidence, 1 line)
src/gui/color_palette.py:182: unused variable 'base_lightness' (60% confidence, 1 line)
src/gui/data_widgets.py:28: unused import 'csv' (90% confidence, 1 line)
src/gui/data_widgets.py:39: unused import 'QSortFilterProxyModel' (90% confidence, 1 line)
src/gui/data_widgets.py:42: unused import 'GUIConfig' (90% confidence, 1 line)
src/gui/dialogs/anomaly_settings_dialog.py:33: unused import 'QIcon' (90% confidence, 1 line)
src/gui/dialogs/anomaly_settings_dialog.py:36: unused import 'GUIConfig' (90% confidence, 1 line)
src/gui/hungarian_location_selector.py:32: unused import 'QIcon' (90% confidence, 1 line)
src/gui/hungarian_location_selector.py:32: unused import 'QPixmap' (90% confidence, 1 line)
src/gui/main_window.py:28: unused import 'QIcon' (90% confidence, 1 line)
src/gui/main_window.py:31: unused import 'GUIConfig' (90% confidence, 1 line)
src/gui/main_window.py:37: unused import 'ThemeManager' (90% confidence, 1 line)
src/gui/main_window.py:52: unused import 'integrate_hungarian_counties_to_app' (90% confidence, 1 line)
src/gui/main_window.py:106: unused attribute 'provider_cost_summary' (60% confidence, 1 line)
src/gui/main_window.py:107: unused attribute 'provider_warning_level' (60% confidence, 1 line)
src/gui/map_visualizer.py:44: unused import 'QPixmap' (90% confidence, 1 line)
src/gui/map_visualizer.py:52: unused import 'cm' (90% confidence, 1 line)
src/gui/map_visualizer.py:98: unused variable 'weather_opacity' (60% confidence, 1 line)
src/gui/map_visualizer.py:105: unused variable 'dragging' (60% confidence, 1 line)
src/gui/map_visualizer.py:106: unused variable 'touch_zoom' (60% confidence, 1 line)
src/gui/map_visualizer.py:107: unused variable 'double_click_zoom' (60% confidence, 1 line)
src/gui/map_visualizer.py:148: unused variable 'args' (100% confidence, 1 line)
src/gui/map_visualizer.py:655: unused variable 'arrow_size' (60% confidence, 1 line)
src/gui/map_visualizer.py:1056: unused variable 'bounds_changed' (60% confidence, 1 line)
src/gui/panel_widgets/provider_widget.py:28: unused import 'QIcon' (90% confidence, 1 line)
src/gui/panel_widgets/provider_widget.py:28: unused import 'QPixmap' (90% confidence, 1 line)
src/gui/panel_widgets/provider_widget.py:69: unused attribute 'cost_estimates' (60% confidence, 1 line)
src/gui/panel_widgets/query_control_widget.py:687: unused variable 'old_state' (60% confidence, 1 line)
src/gui/results_panel/__init__.py:45: unused variable 'args' (100% confidence, 1 line)
src/gui/results_panel/__init__.py:61: unused variable 'args' (100% confidence, 1 line)
src/gui/results_panel/__init__.py:75: unused variable 'args' (100% confidence, 1 line)
src/gui/results_panel/__init__.py:89: unused variable 'args' (100% confidence, 1 line)
src/gui/results_panel/__init__.py:103: unused variable 'args' (100% confidence, 1 line)
src/gui/results_panel/__init__.py:118: unused variable 'args' (100% confidence, 1 line)
src/gui/results_panel/__init__.py:143: unused variable 'args' (100% confidence, 1 line)
src/gui/results_panel/__init__.py:150: unused variable 'args' (100% confidence, 1 line)
src/gui/results_panel/extreme_calculator.py:35: unused variable 'record_type' (60% confidence, 1 line)
src/gui/results_panel/extreme_calculator.py:38: unused variable 'raw_value' (60% confidence, 1 line)
src/gui/results_panel/quick_overview_tab.py:32: unused import 'GUIConfig' (90% confidence, 1 line)
src/gui/results_panel/results_panel.py:30: unused variable 'args' (100% confidence, 1 line)
src/gui/results_panel/results_panel.py:32: unused variable 'args' (100% confidence, 1 line)
src/gui/results_panel/results_panel.py:34: unused variable 'args' (100% confidence, 1 line)
src/gui/results_panel/utils.py:48: unused variable 'CATEGORY_COLORS' (60% confidence, 1 line)
src/gui/theme_manager.py:639: unused variable 'SimplifiedThemeManager' (60% confidence, 1 line)
src/gui/theme_manager.py:640: unused variable 'ThemeManager' (60% confidence, 1 line)
src/gui/utils.py:68: unused variable 'OPEN_METEO_GEOCODING' (60% confidence, 1 line)
src/gui/utils.py:72: unused variable 'METEOSTAT_STATIONS_NEARBY' (60% confidence, 1 line)
src/gui/utils.py:73: unused variable 'METEOSTAT_STATIONS_META' (60% confidence, 1 line)
src/gui/utils.py:74: unused variable 'METEOSTAT_STATIONS_DAILY' (60% confidence, 1 line)
src/gui/utils.py:75: unused variable 'METEOSTAT_POINT_DAILY' (60% confidence, 1 line)
src/gui/utils.py:80: unused variable 'CACHE_DURATION' (60% confidence, 1 line)
src/gui/utils.py:84: unused variable 'OPENMETEO_RATE_LIMIT' (60% confidence, 1 line)
src/gui/utils.py:100: unused variable 'MAIN_WINDOW_HEIGHT' (60% confidence, 1 line)
src/gui/utils.py:102: unused variable 'MAIN_WINDOW_MIN_HEIGHT' (60% confidence, 1 line)
src/gui/utils.py:113: unused variable 'CONTROL_PANEL_MARGINS' (60% confidence, 1 line)
src/gui/utils.py:114: unused variable 'RESULTS_PANEL_MARGINS' (60% confidence, 1 line)
src/gui/utils.py:118: unused variable 'MAIN_LAYOUT_MARGINS' (60% confidence, 1 line)
src/gui/utils.py:123: unused variable 'SPLITTER_MIN_SIZE' (60% confidence, 1 line)
src/gui/utils.py:124: unused variable 'CHART_MIN_HEIGHT' (60% confidence, 1 line)
src/gui/utils.py:125: unused variable 'TABLE_MIN_HEIGHT' (60% confidence, 1 line)
src/gui/utils.py:126: unused variable 'CONTROL_BAR_HEIGHT' (60% confidence, 1 line)
src/gui/utils.py:129: unused variable 'DEFAULT_FONT_FAMILY' (60% confidence, 1 line)
src/gui/utils.py:130: unused variable 'DEFAULT_FONT_SIZE' (60% confidence, 1 line)
src/gui/utils.py:131: unused variable 'TITLE_FONT_SIZE' (60% confidence, 1 line)
src/gui/utils.py:132: unused variable 'HEADER_FONT_SIZE' (60% confidence, 1 line)
src/gui/utils.py:140: unused variable 'INFO_COLOR' (60% confidence, 1 line)
src/gui/utils.py:143: unused variable 'SURFACE_LIGHT' (60% confidence, 1 line)
src/gui/utils.py:144: unused variable 'SURFACE_DARK' (60% confidence, 1 line)
src/gui/utils.py:145: unused variable 'ON_SURFACE_LIGHT' (60% confidence, 1 line)
src/gui/utils.py:146: unused variable 'ON_SURFACE_DARK' (60% confidence, 1 line)
src/gui/utils.py:154: unused variable 'HIGH_CONTRAST' (60% confidence, 1 line)
src/gui/utils.py:159: unused variable 'BASE' (60% confidence, 1 line)
src/gui/utils.py:162: unused variable 'HOVER' (60% confidence, 1 line)
src/gui/utils.py:163: unused variable 'PRESSED' (60% confidence, 1 line)
src/gui/utils.py:164: unused variable 'DISABLED' (60% confidence, 1 line)
src/gui/utils.py:444: unused variable 'PRECIP_DAILY_EXTREME' (60% confidence, 1 line)
src/gui/utils.py:452: unused variable 'WIND_GUSTS_CALM' (60% confidence, 1 line)
src/gui/utils.py:453: unused variable 'WIND_GUSTS_LIGHT' (60% confidence, 1 line)
src/gui/utils.py:467: unused variable 'STANDARD_DEVIATION_MULTIPLIER' (60% confidence, 1 line)
src/gui/utils.py:468: unused variable 'MIN_DATA_POINTS' (60% confidence, 1 line)
src/gui/utils.py:471: unused variable 'ANOMALY_CATEGORIES' (60% confidence, 1 line)
src/gui/utils.py:492: unused variable 'NORMAL_COLOR' (60% confidence, 1 line)
src/gui/utils.py:494: unused variable 'DANGER_COLOR' (60% confidence, 1 line)
src/gui/utils.py:495: unused variable 'EXTREME_COLOR' (60% confidence, 1 line)
src/gui/utils.py:513: unused variable 'OPEN_METEO_DAILY_FIELDS' (60% confidence, 1 line)
src/gui/utils.py:524: unused variable 'OPEN_METEO_HOURLY_FIELDS' (60% confidence, 1 line)
src/gui/utils.py:530: unused variable 'METEOSTAT_DAILY_FIELDS' (60% confidence, 1 line)
src/gui/utils.py:544: unused variable 'PROCESSED_DAILY_FIELDS' (60% confidence, 1 line)
src/gui/utils.py:556: unused variable 'SUPPORTED_EXPORT_FORMATS' (60% confidence, 1 line)
src/gui/utils.py:559: unused variable 'DEFAULT_PAGE_SIZE' (60% confidence, 1 line)
src/gui/utils.py:560: unused variable 'MAX_PAGE_SIZE' (60% confidence, 1 line)
src/gui/utils.py:563: unused variable 'CACHE_EXPIRY_HOURS' (60% confidence, 1 line)
src/gui/utils.py:564: unused variable 'MAX_CACHE_SIZE_MB' (60% confidence, 1 line)
src/gui/utils.py:1711: unused variable 'get_display_name_for_source' (60% confidence, 1 line)
src/gui/workers/data_fetch_worker.py:46: unused variable 'args' (100% confidence, 1 line)
src/gui/workers/data_fetch_worker.py:90: unused attribute '_error_message' (60% confidence, 1 line)
src/gui/workers/data_fetch_worker.py:91: unused attribute '_status_message' (60% confidence, 1 line)
src/gui/workers/data_fetch_worker.py:136: unused attribute '_error_message' (60% confidence, 1 line)
src/gui/workers/data_fetch_worker.py:142: unused attribute '_status_message' (60% confidence, 1 line)
src/gui/workers/data_fetch_worker.py:796: unused attribute 'wait_condition' (60% confidence, 1 line)
src/data/weather_client.py:685: unused method 'set_provider_change_callback' (60% confidence, 2 lines)
src/data/weather_client.py:688: unused method 'set_provider_fallback_callback' (60% confidence, 2 lines)
src/gui/data_widgets.py:127: unused method 'columnCount' (60% confidence, 2 lines)
src/data/geo_utils.py:203: unused method 'is_point_in_region' (60% confidence, 3 lines)
src/data/models.py:324: unused method 'is_geographical_point' (60% confidence, 3 lines)
src/data/models.py:328: unused method 'is_area_location' (60% confidence, 3 lines)
src/data/models.py:471: unused method 'overlaps_with' (60% confidence, 3 lines)
src/data/models.py:475: unused method 'contains_date' (60% confidence, 3 lines)
src/data/models.py:1139: unused method 'get_total_anomalies' (60% confidence, 3 lines)
src/data/models.py:1238: unused method 'is_capital' (60% confidence, 3 lines)
src/gui/analytics_view.py:1751: unused method 'update_theme' (60% confidence, 3 lines)
src/gui/analytics_view.py:1755: unused method 'get_current_data' (60% confidence, 3 lines)
src/gui/analytics_view.py:1759: unused method 'get_current_location' (60% confidence, 3 lines)
src/gui/app_controller.py:576: unused method 'get_current_analysis_info' (60% confidence, 3 lines)
src/gui/color_palette.py:263: unused method 'get_base_color' (60% confidence, 3 lines)
src/gui/color_palette.py:343: unused method 'get_theme_type' (60% confidence, 3 lines)
src/gui/control_panel.py:930: unused method 'get_selected_city_data' (60% confidence, 3 lines)
src/gui/control_panel.py:938: unused method 'get_analysis_type' (60% confidence, 3 lines)
src/gui/control_panel.py:942: unused method 'get_provider' (60% confidence, 3 lines)
src/gui/control_panel.py:946: unused method 'is_fetch_in_progress' (60% confidence, 3 lines)
src/gui/control_panel.py:951: unused method 'get_selected_multi_city_data' (60% confidence, 3 lines)
src/gui/control_panel.py:968: unused method 'force_fetch_button_update' (60% confidence, 3 lines)
src/gui/main_window.py:1839: unused method 'get_current_view' (60% confidence, 3 lines)
src/gui/main_window.py:1843: unused method 'switch_to_view' (60% confidence, 3 lines)
src/gui/main_window.py:1847: unused method 'get_analytics_panel' (60% confidence, 3 lines)
src/gui/main_window.py:1851: unused method 'focus_analytics_panel' (60% confidence, 3 lines)
src/gui/main_window.py:1855: unused method 'get_available_views' (60% confidence, 3 lines)
src/gui/main_window.py:1859: unused method 'get_map_view' (60% confidence, 3 lines)
src/gui/main_window.py:1863: unused method 'focus_map_view' (60% confidence, 3 lines)
src/gui/main_window.py:1867: unused method 'get_hungarian_map_tab' (60% confidence, 3 lines)
src/gui/main_window.py:1871: unused method 'focus_hungarian_map_tab' (60% confidence, 3 lines)
src/gui/main_window.py:1875: unused method 'get_trend_analytics_tab' (60% confidence, 3 lines)
src/gui/main_window.py:1879: unused method 'focus_trend_analytics_tab' (60% confidence, 3 lines)
src/gui/main_window.py:1899: unused method 'get_active_threads_count' (60% confidence, 3 lines)
src/gui/main_window.py:1903: unused method 'get_active_workers_count' (60% confidence, 3 lines)
src/gui/main_window.py:1907: unused method 'get_web_engine_views_count' (60% confidence, 3 lines)
src/gui/map_visualizer.py:148: unused method 'log_message' (60% confidence, 3 lines)
src/gui/map_visualizer.py:221: unused method 'handle_county_unhover' (60% confidence, 3 lines)
src/gui/panel_widgets/__init__.py:50: unused function 'create_analysis_type_widget' (60% confidence, 3 lines)
src/gui/panel_widgets/__init__.py:54: unused function 'create_location_widget' (60% confidence, 3 lines)
src/gui/panel_widgets/__init__.py:58: unused function 'create_date_range_widget' (60% confidence, 3 lines)
src/gui/panel_widgets/__init__.py:62: unused function 'create_provider_widget' (60% confidence, 3 lines)
src/gui/panel_widgets/__init__.py:66: unused function 'create_api_settings_widget' (60% confidence, 3 lines)
src/gui/panel_widgets/__init__.py:70: unused function 'create_query_control_widget' (60% confidence, 3 lines)
src/gui/panel_widgets/api_settings_widget.py:201: unused method 'get_api_settings' (60% confidence, 3 lines)
src/gui/panel_widgets/api_settings_widget.py:229: unused method 'get_timeout_value' (60% confidence, 3 lines)
src/gui/panel_widgets/api_settings_widget.py:240: unused method 'is_cache_enabled' (60% confidence, 3 lines)
src/gui/panel_widgets/api_settings_widget.py:248: unused method 'is_auto_timezone_enabled' (60% confidence, 3 lines)
src/gui/panel_widgets/api_settings_widget.py:252: unused method 'set_auto_timezone_enabled' (60% confidence, 3 lines)
src/gui/panel_widgets/date_range_widget.py:542: unused method 'get_date_mode' (60% confidence, 3 lines)
src/gui/panel_widgets/location_widget.py:412: unused method 'get_current_location' (60% confidence, 3 lines)
src/gui/panel_widgets/multi_city_widget.py:549: unused method 'get_current_mode' (60% confidence, 3 lines)
src/gui/results_panel/anomaly_detector.py:117: unused method 'get_wind_high_threshold' (60% confidence, 3 lines)
src/gui/results_panel/anomaly_detector.py:130: unused method 'get_all_settings' (60% confidence, 3 lines)
src/gui/results_panel/results_panel.py:1017: unused method 'get_windy_days_tab' (60% confidence, 3 lines)
src/gui/theme_manager.py:660: unused function 'apply_theme_to_app' (60% confidence, 3 lines)
src/gui/theme_manager.py:675: unused function 'toggle_app_theme' (60% confidence, 3 lines)
src/gui/theme_manager.py:710: unused function 'get_theme_debug_info' (60% confidence, 3 lines)
src/gui/universal_location_selector.py:549: unused method 'get_current_location' (60% confidence, 3 lines)
src/gui/universal_location_selector.py:579: unused method 'get_search_text' (60% confidence, 3 lines)
src/gui/universal_location_selector.py:583: unused method 'set_search_text' (60% confidence, 3 lines)
src/gui/workers/analysis_worker.py:636: unused method 'is_running_analysis' (60% confidence, 3 lines)
src/gui/workers/data_fetch_worker.py:1187: unused function 'validate_coordinates' (60% confidence, 3 lines)
src/gui/color_palette.py:102: unused method 'saturate' (60% confidence, 4 lines)
src/gui/color_palette.py:884: unused function 'hex_to_hsl' (60% confidence, 4 lines)
src/gui/color_palette.py:890: unused function 'calculate_color_contrast' (60% confidence, 4 lines)
src/gui/control_panel.py:923: unused method '_on_geocoding_error' (60% confidence, 4 lines)
src/gui/data_widgets.py:975: unused method 'get_sorting_info' (60% confidence, 4 lines)
src/gui/map_visualizer.py:201: unused method 'handle_county_click' (60% confidence, 4 lines)
src/gui/map_visualizer.py:206: unused method 'handle_coordinates_click' (60% confidence, 4 lines)
src/gui/map_visualizer.py:211: unused method 'handle_map_move' (60% confidence, 4 lines)
src/gui/map_visualizer.py:216: unused method 'handle_county_hover' (60% confidence, 4 lines)
src/gui/results_panel/windy_days_tab.py:638: unused method 'set_threshold' (60% confidence, 4 lines)
src/gui/universal_location_selector.py:574: unused method 'focus_search' (60% confidence, 4 lines)
src/gui/utils.py:409: unused property 'LIGHT_THEME' (60% confidence, 4 lines)
src/gui/utils.py:414: unused property 'DARK_THEME' (60% confidence, 4 lines)
src/data/models.py:896: unused method 'get_region_display' (60% confidence, 5 lines)
src/data/weather_client.py:912: unused method 'get_available_providers' (60% confidence, 5 lines)
src/data/weather_client.py:933: unused method 'reset_provider_usage_stats' (60% confidence, 5 lines)
src/gui/analytics_view.py:1380: unused method 'on_analysis_start' (60% confidence, 5 lines)
src/gui/control_panel.py:908: unused method 'update_status_from_controller' (60% confidence, 5 lines)
src/gui/hungarian_location_selector.py:951: unused method 'get_postal_codes_geodataframe' (60% confidence, 5 lines)
src/gui/main_window.py:22: unused import 'QMenuBar' (90% confidence, 5 lines)
src/gui/main_window.py:1554: unused method '_register_thread' (60% confidence, 5 lines)
src/gui/main_window.py:1560: unused method '_register_worker' (60% confidence, 5 lines)
src/gui/main_window.py:1566: unused method '_register_web_view' (60% confidence, 5 lines)
src/gui/main_window.py:1572: unused method '_register_timer' (60% confidence, 5 lines)
src/gui/map_visualizer.py:1753: unused method 'get_map_config' (60% confidence, 5 lines)
src/gui/map_visualizer.py:1796: unused method 'toggle_counties' (60% confidence, 5 lines)
src/gui/map_visualizer.py:1831: unused method 'get_javascript_bridge' (60% confidence, 5 lines)
src/gui/panel_widgets/provider_widget.py:456: unused method 'start_monitoring' (60% confidence, 5 lines)
src/gui/panel_widgets/query_control_widget.py:18: unused import 'QSpacerItem' (90% confidence, 5 lines)
src/gui/results_panel/results_panel.py:1034: unused method 'get_charts_container' (60% confidence, 5 lines)
src/gui/results_panel/results_panel.py:1059: unused method 'get_current_theme_name' (60% confidence, 5 lines)
src/gui/results_panel/windy_days_tab.py:632: unused method 'get_current_threshold' (60% confidence, 5 lines)
src/data/geo_utils.py:68: unused class 'CoordinateSystem' (60% confidence, 6 lines)
src/data/models.py:637: unused method 'get_all_coordinates' (60% confidence, 6 lines)
src/data/weather_client.py:902: unused method 'set_preferred_provider' (60% confidence, 6 lines)
src/gui/color_palette.py:36: unused class 'ColorFormat' (60% confidence, 6 lines)
src/gui/data_widgets.py:33: unused import 'QAbstractItemView' (90% confidence, 6 lines)
